237.00,263.00,278.00,13.00,-13.00,15788,-6280,-392,-774,21,498,
239.00,227.00,295.00,14.00,-13.00,15244,-6952,-780,-427,-384,344,
243.00,259.00,274.00,13.00,-13.00,15600,-7824,-1104,-622,-56,1151,
243.00,261.00,278.00,13.00,-13.00,14920,-8552,-2136,-525,-38,1038,
237.00,265.00,281.00,13.00,-13.00,13740,-8964,-2628,-2985,-1821,1206,1
235.00,269.00,283.00,13.00,-13.00,14964,-7092,1480,-659,447,99,
212.00,278.00,295.00,12.00,-13.00,15144,-6932,1244,-619,33,-155,
234.00,265.00,285.00,13.00,-13.00,14944,-7268,440,-1195,-444,-78,
237.00,267.00,281.00,13.00,-13.00,15144,-7288,-1156,-1211,-311,1077,
235.00,263.00,281.00,13.00,-13.00,15080,-7260,-2172,-494,-1398,681,
222.00,243.00,293.00,13.00,-13.00,14364,-8444,-3500,-556,-185,648,
228.00,261.00,278.00,13.00,-14.00,13828,-7804,-3332,-523,312,46,
234.00,271.00,283.00,13.00,-13.00,13868,-8572,-4096,-1054,-453,779,
237.00,269.00,276.00,13.00,-13.00,13572,-9460,-5280,-1290,191,527,
230.00,259.00,271.00,13.00,-13.00,13044,-9064,-5984,-1838,-501,1029,1
237.00,267.00,281.00,13.00,-13.00,15372,-6632,729,65,311,-64,
243.00,267.00,267.00,11.00,-13.00,15852,-5644,1384,-830,-266,1277,
228.00,261.00,267.00,13.00,-13.00,15708,-6492,-88,-591,391,356,
237.00,265.00,281.00,14.00,-13.00,15828,-6724,-548,-333,-1012,622,
235.00,263.00,278.00,14.00,-13.00,15776,-7444,-1560,-1318,-583,510,
237.00,274.00,290.00,13.00,-13.00,15024,-7504,-2300,-333,-311,1585,
249.00,243.00,283.00,12.00,-13.00,14204,-8444,-2680,-534,81,1266,
237.00,267.00,278.00,14.00,-13.00,14404,-8444,-2616,-532,583,70,
237.00,267.00,281.00,14.00,-13.00,14140,-8984,-4300,-1302,-72,482,
235.00,265.00,283.00,14.00,-13.00,13072,-9236,-5528,-1350,1768,2363,1
252.00,259.00,276.00,16.00,-13.00,15464,-7668,324,-652,-156,651,
237.00,263.00,288.00,14.00,-13.00,14944,-8472,-36,-802,885,249,
237.00,267.00,285.00,14.00,-13.00,15252,-7408,-116,15252,-7408,-116,
241.00,276.00,290.00,14.00,-13.00,15088,-7340,-1412,-1123,-993,1064,
225.00,265.00,325.00,14.00,-13.00,14508,-8808,-2988,-505,-168,764,
222.00,314.00,261.00,15.00,-13.00,13448,-9188,-5340,-1926,-609,1368,
237.00,267.00,285.00,13.00,-13.00,13008,-10292,-5236,-1463,-363,422,
237.00,267.00,285.00,14.00,-13.00,12400,-9640,-7376,-2168,-274,1015,
235.00,267.00,288.00,13.00,-13.00,11092,-6636,-9080,-1019,-120,56,
237.00,269.00,293.00,14.00,-13.00,11476,-9236,-9208,-478,98,397,1
237.00,269.00,276.00,14.00,-13.00,15152,-6244,3152,-635,-19,108,
241.00,259.00,267.00,16.00,-13.00,15292,-7092,3176,-1245,119,195,
218.00,251.00,263.00,14.00,-13.00,15672,-7432,2896,-2037,-393,-226,
271.00,263.00,288.00,13.00,-13.00,15088,-6658,-258,-1081,-826,733,
245.00,243.00,281.00,13.00,-13.00,15008,-7980,-796,-904,-834,34,
234.00,295.00,285.00,15.00,-14.00,14644,-7968,-1392,-658,391,-1,
243.00,274.00,283.00,14.00,-13.00,14580,-8360,-2136,-1870,-733,1263,
232.00,257.00,285.00,13.00,-13.00,13812,-9092,-3436,-1572,-231,1137,
237.00,267.00,281.00,14.00,-13.00,13524,-8460,-4252,-1138,28,546,
239.00,267.00,281.00,14.00,-13.00,13408,-8992,-5832,-4691,-2945,183,1
237.00,267.00,283.00,13.00,-13.00,15888,-5756,772,844,-344,641,
237.00,265.00,278.00,13.00,-13.00,15696,-7248,-496,-349,-242,754,
239.00,267.00,281.00,13.00,-13.00,15152,-7492,-1116,-732,356,-110,
230.00,263.00,278.00,14.00,-13.00,15412,-7336,-1660,-246,-302,-61,
237.00,265.00,278.00,13.00,-13.00,15196,-7692,-1740,-670,-320,146,
225.00,271.00,278.00,13.00,-13.00,14700,-7496,-2372,-1603,-481,1320,
235.00,267.00,283.00,13.00,-13.00,13988,-6292,-4720,-1564,233,-592,
237.00,265.00,283.00,14.00,-13.00,14260,-8032,-4628,-1101,152,1258,
239.00,269.00,283.00,13.00,-13.00,14032,-8652,-5376,-1422,-1098,545,
234.00,241.00,257.00,13.00,-13.00,12176,-9832,-4672,-3862,133,-548,1
237.00,269.00,276.00,13.00,-14.00,15936,-6500,3384,-347,202,231,
237.00,271.00,274.00,13.00,-13.00,15380,-6952,2192,-2555,1075,-277,
239.00,267.00,276.00,13.00,-13.00,14632,-7836,1752,-701,-399,505,
235.00,269.00,276.00,13.00,-13.00,0,0,0,-558,93,113,
237.00,269.00,283.00,13.00,-13.00,15396,-9000,476,-446,-141,270,
237.00,269.00,281.00,13.00,-13.00,14716,-8456,-60,-389,-992,897,
227.00,314.00,322.00,13.00,-14.00,14656,-8752,-1776,-1651,-990,865,
215.00,269.00,300.00,12.00,-13.00,13240,-10132,-2316,-435,-607,1781,
237.00,267.00,281.00,13.00,-13.00,12660,-9276,-4592,-1762,360,639,
237.00,267.00,278.00,13.00,-13.00,12744,-9240,-3604,-1014,-574,669,1
239.00,265.00,278.00,15.00,-12.00,15700,-4264,5576,-880,-116,503,
237.00,267.00,283.00,15.00,-12.00,15584,-7004,3336,-255,407,-588,
225.00,285.00,274.00,15.00,-12.00,15476,-6328,3636,-788,416,-721,
